ID,Street,City,ZipCode,State,County,Proportion_60+,MedianIncome,Dist_from_GolfCourse,Dist_from_Lake,GatedCommunity,Pool,Priority,SolarPanels,XmasLights,GutterCleaning,WindowCleaning,SeniorCommunity,CensusYear,CensusBlock,FullFipsBlock,Trees,Latitude,Longitude,SquareFeet,NumStories,SoldPrice,SoldDate,YearBuilt,Bedrooms,Bathrooms,Comments
10756,9257 WAYNE HEINTZ ST,ELK GROVE,95624,CA,,0.1695431472,126406,,,,,,,,,,,,,,,38.398137,-121.349654,1827,1,591000,2021-12-24,,3,2,
10757,4053 MAGENTA BLOOM WAY,RANCHO CORDOVA,95742,CA,,0.1183586338,130078,,,,,,,,,,,,,,,38.555902,-121.193555,1917,2,559500,2021-12-24,,4,3,
10758,9476 TIMBER RIVER WAY,ELK GROVE,95624,CA,,0.08738170347,105357,,,,,,,,,,,,,,,38.417859,-121.345752,3327,2,784000,2021-12-24,,5,3,
10759,148 PLACER MINE RD,FOLSOM,95630,CA,,0.2964169381,70272,,,,,,,,,,,,,,,38.684445,-121.195398,1615,1,627000,2021-12-24,,3,2,
10760,5049 WILLOW VALE WAY,ELK GROVE,95758,CA,,0.3222782985,159464,,,,,,,,,,,,,,,38.417538,-121.442278,3045,2,1175000,2021-12-24,,3,3,
10761,11860 BLAKE RD,WILTON,95693,CA,,0.2273826802,106250,,,,,,,,,,,,,,,38.386176,-121.234789,2411,1,800000,2021-12-27,,3,3,
10762,5915 18TH AVE,SACRAMENTO,95820,CA,,0.2577565632,45750,,,,,,,,,,,,,,,38.536131,-121.436936,1054,1,512000,2021-12-27,,3,1,
10763,3050 MEADOW RUN WALK,SACRAMENTO,95833,CA,,0.06040268456,68836,,,,,,,,,,,,,,,38.618272,-121.527967,1740,2,420500,2021-12-27,,3,2,
10764,3062 GOLDENVUE WALK,SACRAMENTO,95833,CA,,0.06040268456,68836,,,,,,,,,,,,,,,38.61864,-121.527586,2001,3,487500,2021-12-27,,3,3,
10765,10021 MACKEREL WAY,ELK GROVE,95757,CA,,0.2360591317,107570,,,,,,,,,,,,,,,38.393562,-121.405294,2129,1,590500,2021-12-27,,3,2,
10766,8048 PRAIRIE FIELD DR,SACRAMENTO,95829,CA,,0.1910891089,123177,,,,,,,,,,,,,,,38.465473,-121.315437,4478,2,1500000,2021-12-27,,6,3,
10767,2356 BYRD DR,RANCHO CORDOVA,95670,CA,,0.2358490566,72222,,,,,,,,,,,,,,,38.605948,-121.288046,1322,1,450000,2021-12-27,,4,2,
10768,3393 SODA WAY,SACRAMENTO,95834,CA,,0.08865145827,41968,,,,,,,,,,,,,,,38.629562,-121.502377,1665,2,347500,2021-12-27,,3,2,
10769,6625 4TH AVE,RIO LINDA,95673,CA,,0.1870850935,55806,,,,,,,,,,,,,,,38.68856,-121.456032,1039,1,400000,2021-12-27,,2,2,
10770,1128 RIVER ROCK DR,FOLSOM,95630,CA,,0.2964169381,70272,,,,,,,,,,,,,,,38.679428,-121.196577,2400,2,630000,2021-12-27,,4,2,
10771,10425 WOOD BRIDGE WAY,RANCHO CORDOVA,95670,CA,,0.3016983017,83288,,,,,,,,,,,,,,,38.605138,-121.299953,1224,1,350000,2021-12-27,,3,2,
10772,5963 YORK GLEN WAY,SACRAMENTO,95842,CA,,0.2629246677,60122,,,,,,,,,,,,,,,38.67805,-121.354477,1045,1,377000,2021-12-27,,3,1,
10773,1319 BLOSSOMPARKE WAY,SACRAMENTO,95834,CA,,0.1256613757,75450,,,,,,,,,,,,,,,38.637705,-121.48892,1811,2,500000,2021-12-27,,4,2,
10774,112 TINKER WAY,SACRAMENTO,95838,CA,,0.118974359,39259,,,,,,,,,,,,,,,38.644705,-121.427187,1016,1,305000,2021-12-27,,2,1,
10775,3621 EAGLE CREST CIR,ANTELOPE,95843,CA,,0.08325358852,73603,,,,,,,,,,,,,,,38.722061,-121.379323,1120,1,410000,2021-12-27,,3,2,
10776,101 ARBUSTO CIR,SACRAMENTO,95831,CA,,0.3551546392,101411,,,,,,,,,,,,,,,38.492808,-121.545246,1587,2,535000,2021-12-27,,3,2,
10777,3720 Y ST,SACRAMENTO,95817,CA,,0.07487401008,43942,,,,,,,,,,,,,,,38.553718,-121.464119,1006,1,360000,2021-12-27,,3,2,
10778,8842 YARMOUTH CT,ELK GROVE,95624,CA,,0.2409103525,126047,,,,,,,,,,,,,,,38.431242,-121.373738,2846,2,750000,2021-12-27,,5,3,
10779,3924 GREEN FOREST LN,SACRAMENTO,95821,CA,,0.2201388889,47860,,,,,,,,,,,,,,,38.637455,-121.373659,1853,1,550000,2021-12-27,,4,2,
10780,8800 STEVEN AVE,ORANGEVALE,95662,CA,,0.3047464941,91793,,,,,,,,,,,,,,,38.712744,-121.228448,2341,1,645000,2021-12-27,,3,3,
10781,129 WITHINGTON AVE,RIO LINDA,95673,CA,,0.1924451251,70299,,,,,,,,,,,,,,,38.686569,-121.462812,1026,1,355000,2021-12-27,,3,1,
10782,9189 E LAGUNA WAY,ELK GROVE,95758,CA,,0.2326852977,65655,,,,,,,,,,,,,,,38.423688,-121.465607,1196,1,550000,2021-12-27,,2,2,
10783,5 CHIEF CT,SACRAMENTO,95833,CA,,0.1546840959,56855,,,,,,,,,,,,,,,38.616336,-121.500498,1122,1,393500,2021-12-27,,2,2,
10784,7867 PASEO DE DALY,CITRUS HEIGHTS,95610,CA,,0.1036437247,50352,,,,,,,,,,,,,,,38.681918,-121.269995,1802,2,491000,2021-12-27,,4,3,
10785,3417 V ST,SACRAMENTO,95817,CA,,0.05900151286,58750,,,,,,,,,,,,,,,38.558433,-121.466634,1030,1,460000,2021-12-27,,2,1,
10786,2338 CABO WAY,GOLD RIVER,95670,CA,,0.1783863805,95688,,,,,,,,,,,,,,,38.618165,-121.250808,2504,2,600000,2021-12-27,,4,2,
10787,207 S EMERALD OAK DR,GALT,95632,CA,,0.1397964649,74408,,,,,,,,,,,,,,,38.25199,-121.313852,2041,2,420000,2021-12-27,,4,2,
10788,11609 N CARSON WAY,GOLD RIVER,95670,CA,,0.3577498988,120461,,,,,,,,,,,,,,,38.623947,-121.237917,2392,1,676000,2021-12-27,,3,2,
10789,3276 GOULD WAY,SACRAMENTO,95827,CA,,0.1813532651,52434,,,,,,,,,,,,,,,38.57302,-121.316089,1806,2,413000,2021-12-27,,3,2,
10790,4000 OAK VILLA CIR,CARMICHAEL,95608,CA,,0.18,55417,,,,,,,,,,,,,,,38.63651,-121.343272,1116,2,320000,2021-12-27,,2,1,
10791,10998 ARRINGTON DR,RANCHO CORDOVA,95670,CA,,0.2071253929,116375,,,,,,,,,,,,,,,38.581927,-121.275334,2049,2,575000,2021-12-27,,3,2,
10792,7818 OLIVE ST,FAIR OAKS,95628,CA,,0.2112546125,99271,,,,,,,,,,,,,,,38.649795,-121.277671,1339,1,575000,2021-12-27,,3,2,
10793,5215 AIRONS CT,SACRAMENTO,95842,CA,,0.1270572745,70655,,,,,,,,,,,,,,,38.701585,-121.342519,1206,1,400000,2021-12-27,,3,2,
10794,9256 ROSE PARADE WAY,SACRAMENTO,95826,CA,,0.2093553908,85364,,,,,,,,,,,,,,,38.539093,-121.358269,960,1,431000,2021-12-27,,3,2,
10795,3156 B ST,SACRAMENTO,95816,CA,,0.3037897311,135692,,,,,,,,,,,,,,,38.580967,-121.460405,803,1,510000,2021-12-27,,1,1,
10796,3105 GENNAKER WAY,ELK GROVE,95758,CA,,0.2629944088,127333,,,,,,,,,,,,,,,38.406135,-121.470093,1495,1,572500,2021-12-27,,3,2,
10797,5861 KIMBERLY HILL CT,CARMICHAEL,95608,CA,,0.3632043449,58712,,,,,,,,,,,,,,,38.644894,-121.328106,2043,1,450000,2021-12-27,,3,2,
10798,10587 TENOR WAY,ELK GROVE,95757,CA,,0.2360591317,107570,,,,,,,,,,,,,,,38.374745,-121.375947,1632,2,525000,2021-12-27,,3,2,
10799,5208 ATLANTA WAY,SACRAMENTO,95841,CA,,0.1495238095,0,,,,,,,,,,,,,,,38.670729,-121.3431,1502,1,440000,2021-12-27,,3,2,
10800,900 MCCLATCHY WAY,SACRAMENTO,95818,CA,,0.05347846664,52692,,,,,,,,,,,,,,,38.558093,-121.504586,1316,1,689000,2021-12-27,,3,1,
10801,9264 THILOW DR,SACRAMENTO,95826,CA,,0.2894867962,83577,,,,,,,,,,,,,,,38.555692,-121.35567,1487,1,475000,2021-12-27,,4,2,
10802,127 ARDEN WAY,SACRAMENTO,95815,CA,,0.2582089552,33935,,,,,,,,,,,,,,,38.606706,-121.463298,2832,2,455000,2021-12-27,,7,1,
10803,6406 TRENTON WAY,CITRUS HEIGHTS,95621,CA,,0.3420560748,77969,,,,,,,,,,,,,,,38.685179,-121.315387,1104,1,410000,2021-12-27,,3,1,
10804,310 BATHBRIDGE LN,SACRAMENTO,95823,CA,,0.1581598388,55707,,,,,,,,,,,,,,,38.459486,-121.443999,1538,2,452000,2021-12-27,,3,2,
10805,19 COSTA BRASE CT,SACRAMENTO,95838,CA,,0.1215953307,69917,,,,,,,,,,,,,,,38.655337,-121.464985,1227,1,435000,2021-12-27,,3,2,
10806,1079 ELSWORTH WAY,FOLSOM,95630,CA,,0.1437142857,152216,,,,,,,,,,,,,,,38.679356,-121.112712,2507,2,832000,2021-12-27,,3,2,
10807,7575 AMONDE WAY,ELK GROVE,95757,CA,,0.2360591317,107570,,,,,,,,,,,,,,,38.37527,-121.410975,3446,2,740500,2021-12-27,,4,3,
10808,39 WHITE LILY CT,SACRAMENTO,95833,CA,,0.2539246468,125750,,,,,,,,,,,,,,,38.609932,-121.538774,2155,2,580000,2021-12-27,,4,2,
10809,9395 GRANITE FALLS CT,ELK GROVE,95624,CA,,0.08738170347,105357,,,,,,,,,,,,,,,38.419449,-121.348689,1854,2,651500,2021-12-27,,4,2,
10810,4725 COPPOLA CIR,ELK GROVE,95757,CA,,0.1460746461,122813,,,,,,,,,,,,,,,38.405923,-121.448813,2405,1,695000,2021-12-27,,4,2,
10811,10434 MILLS TOWER DR,RANCHO CORDOVA,95670,CA,,0.0812749004,38261,,,,,,,,,,,,,,,38.588693,-121.301348,884,1,342500,2021-12-27,,2,1,
10812,6920 STEAMBOAT WAY,SACRAMENTO,95831,CA,,0.3755725191,80833,,,,,,,,,,,,,,,38.500702,-121.542831,1459,1,465000,2021-12-27,,3,2,
10813,100 FOLEY LN,FOLSOM,95630,CA,,0.15625,87604,,,,,,,,,,,,,,,38.668995,-121.174067,1446,1,595000,2021-12-27,,3,2,
10814,6930 STEAMBOAT WAY,SACRAMENTO,95831,CA,,0.3755725191,80833,,,,,,,,,,,,,,,38.500735,-121.543229,959,1,420000,2021-12-27,,2,2,
10815,8121 DEER SPRING CIR,ANTELOPE,95843,CA,,0.05310971349,58092,,,,,,,,,,,,,,,38.717049,-121.365441,1617,2,456500,2021-12-27,,3,2,
10816,5522 KALISPELL WAY,SACRAMENTO,95835,CA,,0.07183297948,124680,,,,,,,,,,,,,,,38.676266,-121.520521,3881,2,375000,2021-12-27,,5,3,
10817,5 LANDER CT,SACRAMENTO,95823,CA,,0.1635046568,50538,,,,,,,,,,,,,,,38.471014,-121.453866,1950,1,570000,2021-12-27,,4,3,
10818,4049 MAGENTA BLOOM WAY,RANCHO CORDOVA,95742,CA,,0.1183586338,130078,,,,,,,,,,,,,,,38.556011,-121.193554,1722,2,573500,2021-12-27,,3,2,
10819,7365 ROTELLA DR,SACRAMENTO,95824,CA,,0.2356687898,29231,,,,,,,,,,,,,,,38.517667,-121.417682,2308,2,525000,2021-12-27,,4,3,
10820,3117 IBERIAN DR,SACRAMENTO,95833,CA,,0.1867739053,64886,,,,,,,,,,,,,,,38.624741,-121.489171,1439,2,310000,2021-12-27,,3,2,
10821,9104 TRUMBAUER WAY,ELK GROVE,95758,CA,,0.1538461538,98000,,,,,,,,,,,,,,,38.426481,-121.475112,1083,1,500000,2021-12-27,,3,2,
10822,10096 ROBERT WATKINS WAY,ELK GROVE,95757,CA,,0.2360591317,107570,,,,,,,,,,,,,,,38.391125,-121.39588,2127,1,710000,2021-12-27,,4,3,
10823,6453 MONTEZ CT,CITRUS HEIGHTS,95621,CA,,0.4979423868,52148,,,,,,,,,,,,,,,38.683384,-121.300332,1488,1,395000,2021-12-27,,3,2,
10824,4007 DIANE DR,ANTELOPE,95843,CA,,0.05310971349,58092,,,,,,,,,,,,,,,38.719244,-121.37075,2060,2,515000,2021-12-27,,4,2,
10825,8043 MIMOSA CT,CITRUS HEIGHTS,95621,CA,,0.1847606204,65720,,,,,,,,,,,,,,,38.712772,-121.306845,1115,1,410000,2021-12-27,,3,2,
10826,5917 DOTMAR WAY,NORTH HIGHLANDS,95660,CA,,0.1362376238,54893,,,,,,,,,,,,,,,38.674703,-121.380871,1719,1,410000,2021-12-27,,4,2,
10827,9924 PRAIRIE DUNES WAY,SACRAMENTO,95829,CA,,0.1910891089,123177,,,,,,,,,,,,,,,38.471633,-121.324391,1654,1,595000,2021-12-27,,3,2,
10828,7700 FLORENCIA LN,SACRAMENTO,95829,CA,,0.1820428336,80000,,,,,,,,,,,,,,,38.47695,-121.364152,1121,1,6873500,2021-12-27,,3,1,
10829,9000 GERBER RD,SACRAMENTO,95829,CA,,0.1820428336,80000,,,,,,,,,,,,,,,38.480648,-121.366649,1918,1,6873500,2021-12-27,,3,2,
10830,9692 PASTURE ROSE CT,ELK GROVE,95624,CA,,0.1912408759,112250,,,,,,,,,,,,,,,38.409481,-121.337521,4090,2,1075000,2021-12-27,,4,3,
10831,8145 SUAREZ WAY,ELK GROVE,95757,CA,,0.2360591317,107570,,,,,,,,,,,,,,,38.403414,-121.406469,2489,2,725000,2021-12-27,,4,3,
10832,1925 13TH AVE,SACRAMENTO,95818,CA,,0.4422442244,156250,,,,,,,,,,,,,,,38.543005,-121.494339,3393,2,1920000,2021-12-27,,4,4,
10833,8006 EAGLE PEAK WAY,ANTELOPE,95843,CA,,0.2082125604,98686,,,,,,,,,,,,,,,38.715301,-121.352838,1386,1,546000,2021-12-27,,3,2,
10834,4084 MAGENTA BLOOM WAY,RANCHO CORDOVA,95742,CA,,0.1183586338,130078,,,,,,,,,,,,,,,38.554875,-121.193344,2065,2,639000,2021-12-28,,4,3,
10835,5716 BRIDGECROSS DR,SACRAMENTO,95835,CA,,0.1510219531,70208,,,,,,,,,,,,,,,38.680397,-121.495506,1397,1,510000,2021-12-28,,3,2,
10836,8420 MORNING SKYE WAY,ANTELOPE,95843,CA,,0.1322791165,100098,,,,,,,,,,,,,,,38.722275,-121.374817,2244,2,575000,2021-12-28,,4,3,
10837,6520 MORAGA DR,CARMICHAEL,95608,CA,,0.3591331269,84417,,,,,,,,,,,,,,,38.651673,-121.311138,1946,2,580000,2021-12-28,,5,3,
10838,2777 LAND PARK DR,SACRAMENTO,95818,CA,,0.3197278912,128854,,,,,,,,,,,,,,,38.555253,-121.496071,2573,2,1200000,2021-12-28,,4,2,
10839,10050 KERN RIVER CT,RANCHO CORDOVA,95670,CA,,0.2432847276,91154,,,,,,,,,,,,,,,38.617316,-121.280687,1612,1,520000,2021-12-28,,4,2,
10840,8511 CENTER PKWY,SACRAMENTO,95823,CA,,0.1208211144,53333,,,,,,,,,,,,,,,38.449314,-121.424985,1477,2,317000,2021-12-28,,3,2,
10841,10113 ROCKINGHAM DR,SACRAMENTO,95827,CA,,0.1813532651,52434,,,,,,,,,,,,,,,38.572532,-121.317109,1590,1,410000,2021-12-28,,4,2,
10842,9116 PERSHING AVE,ORANGEVALE,95662,CA,,0.1632560255,70875,,,,,,,,,,,,,,,38.670327,-121.215408,1550,1,410000,2021-12-28,,4,2,
10843,4743 SELKIRK WAY,FAIR OAKS,95628,CA,,0.2321981424,97067,,,,,,,,,,,,,,,38.650771,-121.306748,1744,2,580000,2021-12-28,,4,2,
10844,6308 CHAPEL VIEW LN,CITRUS HEIGHTS,95621,CA,,0.5752009185,41339,,,,,,,,,,,,,,,38.680903,-121.308851,1409,1,450000,2021-12-28,,3,2,
10845,1619 PAGODA LN,SACRAMENTO,95834,CA,,0.07323750856,23661,,,,,,,,,,,,,,,38.654294,-121.495674,1784,2,519000,2021-12-28,,3,2,
10846,5132 LINDA LOU DR,CARMICHAEL,95608,CA,,0.18,55417,,,,,,,,,,,,,,,38.637528,-121.343935,1742,1,505000,2021-12-28,,3,2,
10847,9026 STINSON BEACH WAY,ELK GROVE,95758,CA,,0.1814040729,79762,,,,,,,,,,,,,,,38.427082,-121.451235,1446,1,525000,2021-12-28,,3,2,
10848,951 53RD ST,SACRAMENTO,95819,CA,,0.2391732283,130547,,,,,,,,,,,,,,,38.566093,-121.43794,2056,1,904000,2021-12-28,,5,3,
10849,9896 STORM PETREL CT,ELK GROVE,95757,CA,,0.2360591317,107570,,,,,,,,,,,,,,,38.398773,-121.393408,2431,2,696000,2021-12-28,,3,2,
10850,2952 HIGHLANDER WAY,ANTELOPE,95843,CA,,0.1737451737,72083,,,,,,,,,,,,,,,38.710446,-121.392855,1362,1,425000,2021-12-28,,3,2,
10851,1216 27TH ST,SACRAMENTO,95816,CA,,0.2442645074,77222,,,,,,,,,,,,,,,38.571452,-121.47206,2717,2,835000,2021-12-28,,5,2,
10852,15082 REYNOSA DR,RANCHO MURIETA,95683,CA,,0.3662484824,127313,,,,,,,,,,,,,,,38.491272,-121.084751,1538,1,480000,2021-12-28,,3,2,
10853,6 ALCALA CT,SACRAMENTO,95823,CA,,0.1635046568,50538,,,,,,,,,,,,,,,38.467514,-121.44851,1973,2,500000,2021-12-28,,4,2,
10854,10076 TEDDINGTON WAY,ELK GROVE,95624,CA,,0.2090962788,79167,,,,,,,,,,,,,,,38.393216,-121.363694,2002,2,620000,2021-12-28,,5,3,
10855,6310 24TH ST,RIO LINDA,95673,CA,,0.1417445483,74926,,,,,,,,,,,,,,,38.682337,-121.409435,1481,1,620000,2021-12-28,,4,2,
10856,6605 MIRWOOD CT,ORANGEVALE,95662,CA,,0.2784140969,78594,,,,,,,,,,,,,,,38.687676,-121.254356,2176,1,550000,2021-12-28,,5,2,
10857,12821 GLASS BEACH DR,RANCHO CORDOVA,95742,CA,,0.1183586338,130078,,,,,,,,,,,,,,,38.557664,-121.191149,1868,1,602000,2021-12-28,,3,2,
10858,748 EPHESUS AVE,SACRAMENTO,95838,CA,,0.2966023875,45387,,,,,,,,,,,,,,,38.642276,-121.448111,1865,2,482500,2021-12-28,,4,2,
10859,10883 PORTICO CR,RANCHO CORDOVA,95670,CA,,0.2071253929,116375,,,,,,,,,,,,,,,38.571447,-121.280727,1542,2,413000,2021-12-28,,3,2,
10860,4540 40TH AVE,SACRAMENTO,95824,CA,,0.1628853985,54205,,,,,,,,,,,,,,,38.516472,-121.453222,1159,1,350000,2021-12-28,,2,1,
10861,3327 LAKE TERRACE DR,ELK GROVE,95758,CA,,0.2629944088,127333,,,,,,,,,,,,,,,38.414926,-121.466169,2258,1,727000,2021-12-28,,4,2,
10862,12099 MIRCADO WAY,RANCHO CORDOVA,95742,CA,,0.09587328053,135000,,,,,,,,,,,,,,,38.549566,-121.230655,1724,1,491500,2021-12-29,,3,2,
10863,5313 SILVER STRAND WAY,SACRAMENTO,95841,CA,,0.07487922705,71183,,,,,,,,,,,,,,,38.67751,-121.339679,1569,1,331000,2021-12-29,,3,2,
10864,5355 ELDERDOWN WAY,SACRAMENTO,95835,CA,,0.1174863388,108854,,,,,,,,,,,,,,,38.675582,-121.536136,1720,2,520000,2021-12-29,,3,2,
10865,521 30TH ST,SACRAMENTO,95816,CA,,0.07399103139,67946,,,,,,,,,,,,,,,38.577799,-121.464213,890,1,581000,2021-12-29,,2,1,
10866,5012 WALNUT AVE,SACRAMENTO,95841,CA,,0.08929477423,42917,,,,,,,,,,,,,,,38.657616,-121.345565,1817,2,432500,2021-12-29,,3,3,
10867,3248 TORRANCE AVE,SACRAMENTO,95822,CA,,0.1501039501,54614,,,,,,,,,,,,,,,38.487772,-121.46967,1686,2,450000,2021-12-29,,3,2,
10868,9490 CHEVERNY WAY,SACRAMENTO,95829,CA,,0.1855670103,82625,,,,,,,,,,,,,,,38.490905,-121.347674,1945,2,573500,2021-12-29,,4,2,
10869,8407 DONAHUE CT,FAIR OAKS,95628,CA,,0.3650190114,110465,,,,,,,,,,,,,,,38.654184,-121.246858,2093,1,757000,2021-12-29,,3,2,
10870,5542 TWIN BRIDGES LOOP,CITRUS HEIGHTS,95610,CA,,0.2893450635,53194,,,,,,,,,,,,,,,38.666537,-121.286047,1825,2,572000,2021-12-29,,3,2,
10871,3900 62ND ST,SACRAMENTO,95820,CA,,0.2804428044,87000,,,,,,,,,,,,,,,38.539319,-121.433186,1028,1,406000,2021-12-29,,2,1,
10872,8829 SAINT JUDE CT,ELK GROVE,95624,CA,,0.2642089094,119038,,,,,,,,,,,,,,,38.437089,-121.360268,2618,1,1169000,2021-12-29,,4,3,
10873,6971 GREENBROOK CIR,CITRUS HEIGHTS,95621,CA,,0.2971268395,59271,,,,,,,,,,,,,,,38.677546,-121.301949,1436,2,463500,2021-12-29,,3,2,
10874,2049 WHITMAN WAY,SACRAMENTO,95822,CA,,0.223145072,58750,,,,,,,,,,,,,,,38.491442,-121.492781,1232,1,400000,2021-12-29,,4,2,
10875,4121 LOTUS AVE,SACRAMENTO,95822,CA,,0.2149046794,18036,,,,,,,,,,,,,,,38.536484,-121.491811,1226,1,400000,2021-12-29,,3,2,
10876,10404 ABBOTTFORD WAY,RANCHO CORDOVA,95670,CA,,0.1678486998,50789,,,,,,,,,,,,,,,38.577225,-121.303763,1008,1,430000,2021-12-29,,3,2,
10877,4915 SUMMIT VIEW LN,FAIR OAKS,95628,CA,,0.3543956044,97083,,,,,,,,,,,,,,,38.65532,-121.213024,2482,2,715000,2021-12-29,,4,3,
10878,3 MONTEROSA CT,SACRAMENTO,95823,CA,,0.1635046568,50538,,,,,,,,,,,,,,,38.465688,-121.449808,1217,1,462000,2021-12-29,,3,2,
10879,4101 GLASCOW DR,NORTH HIGHLANDS,95660,CA,,0.160856058,77600,,,,,,,,,,,,,,,38.682612,-121.370537,984,1,360000,2021-12-29,,3,2,
10880,6529 STONEMAN DR,NORTH HIGHLANDS,95660,CA,,0.3043981481,67292,,,,,,,,,,,,,,,38.685506,-121.37085,1272,1,400000,2021-12-29,,4,2,
10881,8109 PHINNEY DR,SACRAMENTO,95823,CA,,0.1098570354,53725,,,,,,,,,,,,,,,38.464372,-121.4567,1438,1,443000,2021-12-29,,3,2,
10882,6201 BURNTWOOD WAY,CITRUS HEIGHTS,95621,CA,,0.09694117647,74615,,,,,,,,,,,,,,,38.710194,-121.319403,1300,1,470000,2021-12-29,,3,2,
10883,4013 CYPRESS GROVE DR,RANCHO CORDOVA,95742,CA,,0.1183586338,130078,,,,,,,,,,,,,,,38.558089,-121.196263,3039,2,600500,2021-12-29,,4,2,
10884,8540 OXFORD HILL CT,SACRAMENTO,95828,CA,,0.09073208723,52093,,,,,,,,,,,,,,,38.479015,-121.38816,1117,1,350000,2021-12-29,,2,2,
10885,8725 MOHAWK WAY,FAIR OAKS,95628,CA,,0.2352281227,82561,,,,,,,,,,,,,,,38.664938,-121.233518,1216,1,535500,2021-12-29,,3,2,
10886,5509 CELEBRATION ST,SACRAMENTO,95835,CA,,0.1510219531,70208,,,,,,,,,,,,,,,38.67488,-121.495086,2030,2,604000,2021-12-30,,5,3,
10887,2948 ENDSLEY AVE,SACRAMENTO,95833,CA,,0.06040268456,68836,,,,,,,,,,,,,,,38.615569,-121.526593,1813,2,573000,2021-12-30,,3,2,
10888,2256 ARLISS WAY,SACRAMENTO,95822,CA,,0.1653764954,34707,,,,,,,,,,,,,,,38.508931,-121.486751,1249,1,390000,2021-12-30,,3,1,
10889,12843 HERRINGBONE WAY,RANCHO CORDOVA,95742,CA,,0.1183586338,130078,,,,,,,,,,,,,,,38.550853,-121.190221,1879,1,557000,2021-12-30,,4,2,
10890,3744 GRAND POINT LN,ELK GROVE,95758,CA,,0.2629944088,127333,,,,,,,,,,,,,,,38.409268,-121.462915,2065,2,695000,2021-12-30,,4,3,
10891,8079 LOCKERBIE CT,SACRAMENTO,95828,CA,,0.2408088235,94621,,,,,,,,,,,,,,,38.463871,-121.375587,1704,1,530000,2021-12-30,,3,2,
10892,26 CLARON CT,SACRAMENTO,95833,CA,,0.1936041487,62461,,,,,,,,,,,,,,,38.627011,-121.50345,1559,1,465000,2021-12-30,,3,2,
10893,5804 W 2ND ST,RIO LINDA,95673,CA,,0.1886477462,74360,,,,,,,,,,,,,,,38.673321,-121.465579,1446,1,406000,2021-12-30,,2,2,
10894,4620 SATINWOOD WAY,SACRAMENTO,95842,CA,,0.09325287987,40045,,,,,,,,,,,,,,,38.695578,-121.35777,1159,1,370000,2021-12-30,,3,2,
10895,750 ORENO CIR,FOLSOM,95630,CA,,0.1065852003,178500,,,,,,,,,,,,,,,38.666451,-121.10509,3971,2,2050000,2021-12-30,,4,4,
10896,559 GIVEN ST,FOLSOM,95630,CA,,0.1865346535,125859,,,,,,,,,,,,,,,38.665435,-121.166977,1573,2,605000,2021-12-30,,3,2,
10897,5438 CANNES WAY,FAIR OAKS,95628,CA,,0.2132280355,67222,,,,,,,,,,,,,,,38.665917,-121.2447,2625,2,626000,2021-12-30,,3,2,
10898,1050 BAY SHORE DR,GALT,95632,CA,,0.129538131,111250,,,,,,,,,,,,,,,38.286677,-121.292366,2790,2,525000,2021-12-30,,5,3,
10899,2335 IRVIN WAY,SACRAMENTO,95822,CA,,0.1141439206,92870,,,,,,,,,,,,,,,38.528566,-121.484864,905,1,469000,2021-12-30,,2,1,
10900,1871 ONEIL WAY,SACRAMENTO,95822,CA,,0.08273381295,57146,,,,,,,,,,,,,,,38.488472,-121.495273,1468,1,439000,2021-12-30,,3,2,
10901,6124 MADISON AVE,CARMICHAEL,95608,CA,,0.210739615,77083,,,,,,,,,,,,,,,38.662334,-121.321476,2296,1,575000,2021-12-30,,4,3,
10902,3915 MARSHALL AVE,CARMICHAEL,95608,CA,,0.2598967298,61325,,,,,,,,,,,,,,,38.6351,-121.309769,2557,2,690000,2021-12-30,,4,2,
10903,2336 GILA WAY,SACRAMENTO,95864,CA,,0.32,72404,,,,,,,,,,,,,,,38.607714,-121.3765,1446,1,476000,2021-12-30,,3,2,
10904,5680 71ST ST,SACRAMENTO,95824,CA,,0.1836243227,41190,,,,,,,,,,,,,,,38.523588,-121.422313,1231,1,499000,2021-12-30,,3,2,
10905,5017 GOPHERGLEN CT,ELK GROVE,95758,CA,,0.11760707,82321,,,,,,,,,,,,,,,38.432178,-121.445997,2247,2,610000,2021-12-30,,4,3,
10906,3236 WINDSOR DR,SACRAMENTO,95864,CA,,0.1292517007,75179,,,,,,,,,,,,,,,38.586839,-121.388116,1400,1,433000,2021-12-30,,3,1,
10907,4013 LOFGREN AVE,SACRAMENTO,95835,CA,,0.1378205128,110625,,,,,,,,,,,,,,,38.683889,-121.551901,3180,2,715500,2021-12-30,,4,3,
10908,8632 LA PAENDA WAY,ORANGEVALE,95662,CA,,0.3047464941,91793,,,,,,,,,,,,,,,38.704654,-121.237962,1117,1,450000,2021-12-30,,3,2,
10909,3937 IONIAN SEA LN,SACRAMENTO,95834,CA,,0.1910236569,80000,,,,,,,,,,,,,,,38.651407,-121.549157,2229,1,628500,2021-12-30,,2,2,
10910,8713 VIA ALTA WAY,ELK GROVE,95624,CA,,0.3243243243,93897,,,,,,,,,,,,,,,38.400891,-121.380392,1709,1,429000,2021-12-30,,4,2,
10911,2134 54TH AVE,SACRAMENTO,95822,CA,,0.1160593792,72700,,,,,,,,,,,,,,,38.502039,-121.48921,1632,1,443000,2021-12-30,,4,2,
